,product_name,energy_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g,saturated-fat_100g,nutrition-score-fr_100g,nutrition_grade_fr
251508,Assortiment de charcuterie alsacienne,886.0,1.5,,12.1,1.0078740157480301,6.5,18.0,d
234514,Emprésuré Saveur Pistache,371.0,12.0,,4.9,0.118110236220472,1.0,1.0,b
280224,Fraise geantes,1397.0,42.0,,0.5,0.00393700787401575,0.1,13.0,d
206517,Ginfizz,1059.0,63.0,,0.5,0.0078740157480315,0.5,20.0,e
213714,Poitrine fumée,1251.0,0.5,0.0,16.6,0.582677165354331,8.9,17.0,d
332917,Giovanni Rana Tortelloni Ricotta And Spinach,1079.0,8.5,0.0,9.0,0.5118110236220471,4.0,12.0,d
276018,Spaghetti Brocolis Petit Pois,431.0,1.6,0.0,2.5,0.271653582677165,0.6,3.0,c
217139,Fromage pour tartiflette,1366.0,1.0,,20.0,0.590551181102362,19.0,15.0,d
210868,Triglioni gourmet Cèpes,1148.0,2.0,,8.6,0.433070866141732,5.7,12.0,d
344706,Tranches pour Hamburger,1029.0,3.5,0.0,10.5,0.5118110236220471,13.5,13.0,d
220160,"Orange U, Girsac",192.0,8.3,1.82,0.95,0.0,0.05,-1.0,a
337248,Bresaola Bio Valtellina IGP,644.0,0.1,0.0,34.0,1.69291338582677,1.0,11.0,d
248023,Le Yaourt à la Grecque pulpe de Citron,565.0,14.2,0.1,2.6,0.0393700787401575,4.6,7.0,c
271916,Miel Toutes Fleurs,,,,,,,,
240145,La classique nature,2190.0,0.6,,5.9,0.5118110236220471,2.3,13.0,d
280646,Galettes riz Suzi Wan,782.0,1.0,,3.4,0.118110236220472,0.0,1.0,b
200095,Haricots verts,,,,,,,,
257770,Filets de Maquereaux à la Moutarde de Dijon,891.0,1.4,0.7,12.0,0.590551181102362,8.0,15.0,d
231294,12 mini-éclairs gourmands,1088.0,19.1,2.7,5.4,0.18100000000000002,6.6,12.0,d
204973,Rillettes du Mans porc fermier label rouge BAHIER,1653.0,0.4,0.0,15.0,0.433070866141732,15.0,18.0,d
239316,Fraise cuite aux pommes et au chaudron,750.0,42.8,,1.5,0.0196850393700787,0.5,10.0,c
258287,Blanc de dinde,406.0,0.8,,21.0,0.748031496062992,0.2,4.0,c
300739,Superlative pop-corn ,,,,,,,,
200995,Raclette Saveur d'Antan,1447.0,0.5,,22.0,0.708661417322835,20.0,16.0,d
278097,Terrine de Seiche,,,,,,,,
247709,Maroilles au lait cru entier (quart),,,,,,,,
252832,Infruision,1423.0,59.0,4.0,0.0,0.78740157480315,5.0,27.0,e
208102,Galettes céréales épinard bio,916.0,2.2,5.4,6.5,0.3740157086614171,0.9,-3.0,a
274338,Tapenade D'olives Noires,1163.0,0.1,2.6,1.6,1.5748031496063,1.3,11.0,d
278101,Croûtons Nature,2204.0,3.8,,7.8,0.346456692913386,2.6,11.0,d
274960,Cappelletti Epinards et Emmenthal,1092.0,1.5,,9.6,0.118110236220472,1.7,0.0,b
180923,Noix de cajou,2598.0,6.0,0.0,19.1,0.0,10.0,17.0,d
300037,Disney Pixar Cars Multi-Céréales goût Miel,1586.0,21.0,8.0,8.0,0.14960629921259802,0.5,0.0,b
347958,"Soupe Vietnamienne Nouilles, émincé de carotte et coriandre",1301.0,7.0,4.5,15.0,6.397637795275591,0.5,,
256148,"Betteraves rouges assaisonnees, en dés",128.0,4.2,2.4,1.0,0.23622047244094502,0.0,-1.0,a
248085,"Matin léger, Facile à Digérer (1,2 % MG)",180.0,4.8,,3.2,0.0393700787401575,0.0,0.0,b
272298,Pom Passion,,,,,,,,
195506,10 steaks hachés halal,1029.0,0.0,,17.0,0.0866141732283465,8.6,11.0,d
214058,Mayonnaise à la Moutarde de Dijon,2692.0,2.4,,1.1,0.425196850393701,6.0,17.0,d
251048,Les Cookies du Mont Saint Michel,2053.0,40.8,,7.5,0.220472440944882,15.7,27.0,e
308230,Classic Porridge Bio,1540.0,10.7,9.6,12.1,0.0078740157480315,1.1,-3.0,a
227197,Torti au surimi,722.0,4.0,,4.5,0.3543307086614171,2.0,4.0,c
262255,Croquants au pistou NRDT,1824.0,7.8,4.8,15.2,1.0078740157480301,2.7,13.0,d
206296,Gnocchi,669.0,0.5,1.9,3.0,0.590551181102362,0.2,4.0,c
198560,Petits pois et carottes,226.0,3.4,4.5,2.9,0.22440944881889802,0.1,-9.0,a
221119,Tarte à la savoyarde,1088.0,1.9,1.1,8.7,0.405511811023622,6.6,12.0,d
253553,Forezienne,,,,,,,,
297029,"Fromage à pâte filée pasteurisé spaghetti nature FICELLO, 23% de mg, x4, 80g",1318.0,0.0,0.0,27.0,0.748031496062992,14.5,21.0,e
347021,Steakhouse Frites,565.0,0.5,2.5,2.5,0.0393700787401575,3.5,0.0,b
353329,Creme liquide,598.0,4.4,0.0,3.1,0.0590551181102362,8.8,8.0,c
251611,Rôti cuit de porc 2 tranches Bio,,,,,,,,
242760,Eau gazeuse légère,,,,,,,,
223454,Barquette chocolat noisette,2063.0,44.0,2.3,8.1,0.19685039370078697,2.7,16.0,d
256703,Coktail fruits,1549.0,67.0,4.9,2.0,0.122047244094488,6.3,16.0,d
336186,Mozzarella Di Bufala Campana,1155.0,0.7,,15.0,0.31496062992126,15.6,16.0,d
218806,Petit Beurre Tablette Chocolat noir,2086.0,43.1,3.5,6.4,0.133858267716535,13.3,22.0,e
191494,Melon,,,,,,,,
325589,Bananes séchées,1092.0,42.0,5.0,3.5,0.0,0.5,7.0,c
289391,Nu3 Bio Superfood Trail Mix,1941.0,21.0,10.9,14.9,0.0393700787401575,4.0,7.0,c
304364,Miettes de Thon à l'huile de tournesol,1049.0,0.0,,16.0,0.47244094488189003,2.5,5.0,c
309525,Piri-piri,63.0,1.0,0.9,0.9,4.48818897637795,0.2,9.0,c
214947,Filets de sardines sans huile au citron et au basilic,733.0,0.4,0.5,16.8,0.39,3.7,4.0,c
238009,Mercadier Pâté de campagne pur porc le bocal de 360 g,1054.0,0.1,,14.5,0.5866141732283461,8.0,16.0,d
314133,Nuggets Blanc de Poulet,870.0,0.5,,13.0,0.37,2.0,2.0,b
241190,Mozzarella di Bufala Campana,1089.0,1.0,0.0,13.0,0.31,17.0,11.0,d
266987,Yaourt sucre de canne,364.0,11.0,,3.1,0.0393700787401575,2.1,4.0,c
239285,L.Georgelin confiture 65% fruits oranges ameres,3841.0,50.0,,0.46,0.0,0.02,20.0,e
186359,Jambon Cuit Superieur,531.0,0.5,0.0,21.0,0.8267716535433071,2.8,12.0,d
271796,Beurre baratte demi,3033.0,0.6,,0.7,0.78740157480315,53.0,27.0,e
233504,Ice'n'Roll Glaces Chocolat-Vanille,1216.0,27.2,1.0,4.1,0.0708661417322834,10.3,18.0,d
278774,Kitkat singles,331.0,2.4,0.0,1.0,0.0,4.1,4.0,c
187671,Entrecôte,,,,,,,,
273284,Valécrin,,,,,0.00036,,,
213350,Eau minérale naturelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
266301,: Petits pois carottes très fins,1084.0,3.4,5.2,3.4,0.24015748031496104,0.1,-2.0,a
201828,Moutarde de Meaux,,,,,,,,
238022,Château de Flaugergues 2008,,,,,,,,
195461,Tranches de saumon fume,690.0,0.8,,15.0,0.669291338582677,1.8,5.0,c
121073,Nitro Tech 100% Whey Gold Strawberry - 6 LB Bonus Size,1519.0,6.0606,0.0,72.7272,0.10736220472440901,3.0303,4.0,c
201138,Oasis Mûre Framboise,25.0,0.9,0.1,0.0,0.0,0.0,2.0,c
267042,Tourteau fromager,1134.0,19.0,0.0,9.0,0.23622047244094502,4.0,12.0,d
304636,Protéine De Riz Nature Bio - 400 G - Purasana,1544.0,0.1,6.5,80.0,0.23622047244094502,1.1,-3.0,a
276877,Jus D'orange Sanguine,176.0,8.7,,0.7,0.0118110236220472,0.0,12.0,e
275984,Gousses d'ail marinées,1008.0,10.5,20.9,6.0,1.1811023622047199,0.5,10.0,c
214308,15 Pains au Lait aux Œufs Frais (Format Familial),1454.0,11.7,,8.9,0.433070866141732,4.3,14.0,d
180108,Pur Jus d'Ananas,209.0,11.4,,0.3,0.0,0.01,5.0,c
205554,Moutarde MELFOR,695.0,4.7,0.9,6.4,2.08661417322835,0.7,12.0,d
349036,Kokossterren,1887.0,50.0,5.3,4.2,0.0275590551181102,21.0,20.0,e
218723,"4 yaourts à boire, 2 pêche 2 framboises",347.0,12.7,0.0,3.5,0.0393700787401575,1.2,2.0,b
179427,Crème fraîche épaisse entière 30%,1172.0,1.9,,2.4,0.0196850393700787,19.3,13.0,d
198280,Flageolets cuisinés - sélection &quot;extra-fondants&quot;,389.0,,,5.6,,,,
254661,Tisane Allaitement Bio - 20 Sachets - Romon Nature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
230088,Lentilles Cuisinées à La Graisse De Canard Et Petits Lardons,502.0,0.9,,6.7,0.393700787401575,1.3,2.0,b
239916,Puree Pommes Creme Marrons 806G,410.0,15.0,0.0,0.5,0.0078740157480315,0.1,4.0,c
210910,Frites fraiches,577.0,0.2,0.0,2.9,0.00393700787401575,0.5,0.0,b
300774,Feel Good Drinks - Orange & Passionfruit,121.0,6.1,,0.2,0.0,0.0,10.0,e
347117,Galettes de riz au sel marin,1641.0,0.9,,7.8,0.118110236220472,0.6,1.0,b
344967,Polaire jambon cheddar,1256.0,3.6,1.7,11.0,0.74,9.1,18.0,d
284430,Pops d avoine au miel,1607.0,16.0,9.0,10.0,0.0078740157480315,1.3,-2.0,a
137856,100% Whey Protein Professional - Chocolat Coco - 9,1552.0,4.4,,73.0,0.551181102362205,2.3,12.0,d
273111,La Blonde,,,,,,,,
252453,Chocolat Diététique au maltitol,1888.0,0.0,,5.5,0.00393700787401575,21.0,15.0,d
213755,Knack de Poulet (6) ,781.0,2.0,,13.3,0.885826771653543,4.8,15.0,d
231569,Pizza créatives Thon tomate olive,866.0,5.3,2.8,10.0,0.36220472440944895,2.6,1.0,b
322829,Le Bon Paris Tendre & Épais saveur Rôti,523.0,0.5,0.5,21.0,0.708661417322835,1.7,4.0,c
223726,Sauce provencale,241.0,5.9,2.5,1.3,0.32283464566929104,0.3,1.0,b
295679,Kit Kat Mini,2177.0,49.2,1.9,6.8,0.0866141732283465,15.5,24.0,e
182442,NEO,2064.0,39.0,0.0,6.4,0.26771653543307106,14.0,26.0,e
179513,Coulommiers (23% MG),1183.0,0.1,,19.0,0.590551181102362,16.1,14.0,d
248420,Terrine de Canard aux deux olives,,,,,,,,
241243,Mini blinis,1000.0,0.0,2.3,7.4,0.47244094488189003,1.2,1.0,b
289650,Muesli croustillant pomme et cannell,1841.0,17.9,9.1,9.6,0.00393700787401575,1.5,-1.0,a
210630,Potage Poule Vermicelle 49G,1297.0,7.96,2.63,11.0,3.26771653543307,1.15,12.0,d
220920,Petites gaufres pur beurre,2069.0,33.3,1.1,6.3,0.326771653543307,5.7,20.0,e
187955,Croque baby Fromage,912.0,1.2,1.6,10.4,0.496062992125984,2.6,2.0,b
229063,Tagliatelles fraiches,1142.0,0.9,,10.3,0.0,0.5,-2.0,a
337000,burrata,1003.0,0.8,,14.0,0.12992125984252,12.0,8.0,c
262515,Barquette 200g acras crevettes,1033.0,0.2,,12.2,0.610236220472441,1.88,5.0,c
273429,6 Pains suédois,1197.0,9.0,1.8,9.4,0.275590551181102,0.1,0.0,b
209953,Thé citron,17.0,0.5,,0.5,0.0,0.0,,
235930,100% pur jus clémentines,180.0,10.4,0.7,0.0,0.0,0.0,3.0,c
261464,Compote Pomme Mangue Passion,264.0,15.0,1.6,0.5,0.0078740157480315,0.5,1.0,b
253616,Crème Dessert Vanille Bio,582.0,0.0,,2.6,0.0,0.0,0.0,b
244879,Oliv Denfarci Mediterr Ai,1067.0,0.3,4.6,1.3,1.53543307086614,3.6,11.0,d
198920,Fruit Shoot Pomme Banane,109.0,6.0,0.0,0.0,0.0,0.0,8.0,d
248634,Rôti de dinde farci aux cèpes,756.0,2.2,1.2,17.5,0.23600000000000002,3.8,1.0,b
298512,Handcooked Ham & English Mustard Flavour Potato Crisps,2105.0,3.9,,6.2,0.748031496062992,3.4,17.0,d
253754,Terrine méditerranéenne aux épices,,,,,,,,
207746,Chair à saucisse Pur Porc,,,,,,,,
218631,"Riz à la Provençale, à la Sarriette et à la marjolaine",707.0,4.0,2.5,3.3,0.330708661417323,0.5,0.0,b
218471,20 Madeleines Longues Marbrées au chocolat,1871.0,29.0,,6.3,0.393700787401575,3.0,17.0,d
355866,Soft Drink,96.0,5.7,,0.0,0.0,0.0,8.0,d
215546,Mixed pickles,84.0,2.1,,1.1,0.6023622047244089,0.1,6.0,c
255941,Dosettes Aromatisés saveur Noisette,,,,,,,,
233157,"Sojade Pfirsich Holunderblüte, Süß",347.0,11.4,0.0,3.8,0.0393700787401575,0.3,1.0,b
129256,GRANOLA ANACARDOS Y NARANJA 400GR BIO - PRIMROSE'S KITCHEN,2318.0,19.9,14.8,14.3,2.7440944881889804,10.64,25.0,e
269473,Lapin chasseur et ses pommes de terre,343.0,1.7,,6.2,0.118110236220472,0.3,-1.0,a
234973,Pierre Martinet Mon taboulé a poulet à la ciboulette la barquette de 300 g,669.0,3.3,0.0,5.4,0.374015748031496,0.8,2.0,b
245803,Fusillis Blancs,1477.0,2.5,3.0,12.0,0.00393700787401575,0.2,-5.0,a
234114,Pois Chiches gros calibre,303.0,0.06,4.5,4.3,0.19685039370078697,0.16,-5.0,a
190381,Haricot Blanc Sauce Tomate,364.0,3.6,5.5,5.6,0.307086614173228,0.4,-4.0,a
235097,4 Gros oeufs frais,,,,,,,,
340088,Graines de maïs frites tendres,1644.0,0.7,,5.1,0.78740157480315,4.6,16.0,d
240946,Galettes Riz Et Céréales,1841.0,8.1,13.6,12.8,0.00393700787401575,10.0,10.0,c
184555,Compote Pomme Abricot,319.0,17.0,1.7,0.5,0.0,0.0,-4.0,a
340019,Sobrasada,2962.0,0.2,,8.0,0.78740157480315,23.0,26.0,e
273285,Terrine de canard,845.0,1.0,,15.3,0.437007874015748,5.6,11.0,d
212473,Porc farcie bleu-noix,,,,,,,,
244343,Couscous Poulet et son Boulgour Bio,502.0,1.8,3.1,7.1,0.3543307086614171,0.2,-4.0,a
230248,Saucisse sèche pur porc,1955.0,1.7,0.1,26.57,1.7992125984252,13.97,25.0,e
347256,Crema Choco Avellanas Nuscobio,2318.0,47.8,3.8,6.7,0.0393700787401575,6.2,17.0,d
273004,Feuilles de vignes farcies au riz,699.0,2.0,3.0,2.0,0.582677165354331,1.0,3.0,c
296707,Country Crisp 4 noix,2060.0,21.9,6.3,8.7,0.0118110236220472,5.4,10.0,c
211125,Sodebo wrap poulet caesar,808.0,2.32,,11.6,0.414,2.32,3.0,c
221879,Guilhem,,,,,,,,
217430,Petit Livarot AOP Graindorge,1230.0,0.5,,24.0,0.62992125984252,14.0,19.0,e
307300,Look • Ail,2345.0,2.0,,1.5,0.452755905511811,9.3,20.0,e
229813,Pané Normand (2) ,954.0,1.0,1.8,10.3,0.44,3.9,2.0,b
255304,Flageolets Extra fins,312.0,0.8,5.1,6.3,0.3,0.1,-5.0,a
223361,Pizza Jambon Cuit,3920.0,4.0,2.8,9.4,0.397637795275591,3.0,13.0,d
259570,"Yaourt au lait entier, Saveur vanille (8 pots)",385.0,12.8,0.0,2.9,0.0492125984251968,2.0,3.0,c
245052,Fromage à raclette Bio tranche,1351.0,0.0,0.0,22.0,0.00393700787401575,14.0,14.0,d
193314,Mousse de Viennois (4 Chocolat) Offre Eco,792.0,17.4,,3.7,0.0551181102362205,7.2,12.0,d
211536,PQ 200G Cigarette Croustillante Grand Jury,2226.0,35.0,1.1,5.0,0.393700787401575,16.0,26.0,e
262698,Pizza Royale,1042.0,2.2,,11.6,0.55511811023622,4.7,13.0,d
244353,Lait du Pays Cathare demi-écrémé,188.0,,,3.2,,,,
229266,Sablés noix de coco nappés chocolat,2197.0,22.0,2.5,7.0,0.19685039370078697,20.0,19.0,e
207223,Fromage de Brebis,1137.0,0.8,,16.0,1.10236220472441,16.0,18.0,d
219699,Fromage frais avec creme fouettee,418.0,3.7,0.0,6.7,0.031496062992126,10.4,11.0,d
265298,Compotes a boire specialites de fruits bio 12x90g rik&rok,222.0,11.1,1.3,0.4,0.0,0.0,1.0,b
201612,Le Bon Paris Fumé (lot de 2+1),453.0,0.4,0.5,21.0,0.708661417322835,0.9,3.0,c
344849,Carpaccio huile d'olive et basilic,,,,,,,,
321998,Pirulo Happy ,281.0,14.5,0.3,0.1,0.0,0.0,3.0,c
275833,Mayonnaise - à la moutarde de Dijon,2912.0,0.8,0.0,1.6,0.551181102362205,9.8,23.0,e
204929,Eau Plancoët,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,a
266275,Tranchettes de Jambon Spécial Croque,451.0,2.0,,18.0,0.78740157480315,1.5,5.0,c
183166,Tagliatelles Carbonara ,702.0,1.2,,7.2,0.18503937007874,3.6,3.0,c
333207,San Pellegrino,,,,,0.0383,,,
260107,Mayonnaise à la moutarde de Dijon,2750.0,1.0,0.0,1.5,0.64,6.0,20.0,e
352615,escalopes de veau ,,,,,,,,
230821,Puree pois casses,452.0,0.6,4.3,7.0,0.0,0.1,-8.0,a
350937,Ramen Cup Boeuf,1810.0,0.0,3.64,8.18,1.79,8.18,18.0,d
218489,Break Up Muffins,1782.0,29.0,,5.3,0.263779527559055,4.6,17.0,d
222543,"Pur Jus D'orange, Sans Pulpe, 1 Litre, Marque Cora",201.0,9.4,0.5,0.5,0.0118110236220472,0.05,4.0,c
276701,Quart de Jambon serrano,954.0,1.0,0.0,30.0,2.16535433070866,4.8,16.0,d
207642,Épinards hachés à la crème,185.0,1.8,1.5,1.7,0.3,1.4,-4.0,a
179609,Museau de porc à la Lyonnaise,759.0,0.5,,9.1,0.62992125984252,3.8,11.0,d
266965,Macedoine de legumes,159.0,1.1,3.4,2.1,0.275590551181102,0.1,-2.0,a
208158,Espresso pur Arabica,,,,,,,,
193216,Sveltesse Caramel,305.0,10.6,1.8,3.3,0.062992125984252,0.6,-2.0,a
333574,Galettes au son d'avoine bio,1616.0,0.9,7.0,9.3,0.393700787401575,0.6,-2.0,a
195777,Cracotte à la framboise,1555.0,32.0,1.5,5.6,0.078740157480315,2.3,11.0,d
322719,La Laitière Vanille Gousses Infusées de Madagascar,841.0,23.0,0.1,2.2,0.0708661417322834,5.2,12.0,d
307885,Chocopasta,2452.0,43.0,0.0,5.3,0.0196850393700787,11.0,26.0,e
261551,Muesli Pépites croustillantes aux Fraises,1887.0,17.0,6.7,9.2,0.16929133858267698,2.6,6.0,c
683,Pancakes au Chocolat belge,1155.0,15.1,1.5,6.6,0.216535433070866,2.8,4.0,c
300083,Pringles Roast chicken & herbs ,2125.0,2.3,2.5,4.4,0.590551181102362,3.2,12.0,d
114816,Grignottes de poulet cuites,792.0,1.2,0.2,30.9,0.6062992125984251,3.3,11.0,d
216926,Muesli Crisp Chocolat au lait,1958.0,28.4,5.6,8.4,0.133858267716535,6.1,13.0,d
246559,T.budget P.tarte Brisee D,1464.0,2.8,0.0,6.9,0.38582677165354295,6.4,14.0,d
265756,Choux de Bruxelles,154.0,2.2,4.3,2.6,0.255905511811024,0.2,-9.0,a
295430,P'tit Déj Chocolat,2070.0,29.2,,6.55,0.39799999999999996,12.5,26.0,e
198565,La champêtre,344.0,4.4,6.8,3.7,0.29133858267716495,1.5,-2.0,a
225653,Spätzle tradition (Pâtes d'Alsace aux œufs frais),1537.0,3.0,3.0,15.0,0.0393700787401575,1.2,-4.0,a
219143,Colin d'Alaska Pané,725.0,1.7,1.2,12.2,0.24015748031496104,1.0,-2.0,a
293623,Bingo Sandwich Cookies Choco-orng 28G,2090.0,36.7,,3.33,0.0,15.0,24.0,e
262103,Pâte de Fruits,1360.0,72.0,1.8,0.3,0.0346456692913386,0.0,12.0,d
225650,"Pâtes aux œufs frais, Spaghetti (Pâtes d'Alsace)",1537.0,3.0,3.0,15.0,0.0397637795275591,1.2,-4.0,a
274541,Farine de pépins de raisin,661.0,5.4,58.3,9.5,,1.4,,
250998,Cherry Mallow Chocolat Noir Fourré,1731.0,67.8,2.6,2.7,0.047244094488189003,6.5,18.0,d
56595,Pectine Mix Gélifiant spécial fruits,,,,,,,,
262994,Légumes et Fromage,172.0,0.8,0.0,0.6,0.27952755905511795,2.1,5.0,c
237017,Pommes Mangue sans sucres ajoutés,302.0,14.6,1.4,0.5,0.0,0.18,-3.0,a
195427,Saumon fumé Delpierre Norvège 4 tranches,770.0,0.0,0.0,21.0,1.1811023622047199,2.4,14.0,d
348219,Thé Vert Pamplemousse / Mandarine,17.0,0.5,,0.5,0.0,0.0,2.0,c
335259,500G Spirelli a L'ortie,1435.0,3.0,4.6,12.0,0.0,0.5,-6.0,a
261835,Ratatouille cuisinée surgelée,250.0,3.3,1.5,1.0,0.303149606299213,0.6,1.0,b
314577,Krisprolls - Céréales et Fibres,1650.0,2.0,12.0,13.0,,2.0,,
215576,Crevettes décortiquées et cuites,346.0,0.5,,18.5,0.49212598425196796,0.2,1.0,b
115273,Metka Petite,,,,,,,,
287119,Beurre Extra-Fin,3142.0,0.6,0.0,0.6,0.0078740157480315,53.6,19.0,e
197786,"Tomate, Oignon & Ciboulette (39,5 % MG) ",1670.0,,,8.0,,,,
336276,Huile Pimentée,3448.0,0.0,0.0,0.0,0.0,91.3,20.0,e
219057,Truite,385.0,0.25,,23.0,0.0,1.3,-3.0,a
239949,Calamars Marinés Citron Basilic,423.0,1.7,,13.0,0.3543307086614171,0.6,-1.0,a
232254,"Bananes chips, sachet",2142.0,15.5,0.7,1.9,0.118110236220472,24.5,20.0,e
342072,Fouet catalan,,,,,,,,
112392,La Pizza &#034;tonno e Cipolla&#034,858.0,3.1,1.6,10.8,0.551181102362205,2.7,3.0,c
202962,Saveur Poulet Rôti,2221.0,2.2,,6.4,0.590551181102362,2.7,14.0,d
215727,Sauce Soja,121.0,0.4,0.0,4.2,4.88188976377953,0.5,8.0,c
231657,Huile d'olive vierge extra,3376.0,0.0,,0.0,0.0826771653543307,14.0,11.0,d
207235,4 nems au porc sauce Nuoc-mâm,916.0,2.0,2.6,8.0,0.63,3.33,8.0,c
315407,Organic Chewing-gum Mint,,,,,,,,
218649,Cornichons extra-fins,55.0,0.4,1.9,1.1,0.64,0.0,0.0,b
278127,Pomelos pressés,151.0,8.5,,0.6,0.00393700787401575,0.1,12.0,e
224664,Cidre Breton Brut,,,,,,,,
215560,Huile d'olive,3766.0,0.5,0.0,0.5,0.00393700787401575,17.4,12.0,d
209465,Bte 4X170G Tomate Farcie Charal,444.0,2.6,0.0,4.9,0.208661417322835,2.8,2.0,b
211074,Le Classic - Jambon rosette cornichons,1016.0,1.9,,10.9,0.740157480314961,5.5,16.0,d
220265,"Pruneaux d'Agen, avec noyaux",1033.0,35.2,6.6,1.5,0.0,0.2,0.0,b
189367,Fromage de chèvre nature,849.0,1.0,0.0,10.5,0.47244094488189003,12.1,17.0,d
270405,Thé vert Chaï aux épices,,,,,,,,
272430,Panino,1029.0,1.4,3.0,5.0,0.125984251968504,0.95,-3.0,a
198149,Mes fruits du verger à croquer,263.0,14.5,1.0,0.3,,,,
239176,Petits filous fruits mixés panaché,393.0,11.4,0.1,5.3,0.047244094488189003,1.6,1.0,b
238520,Les tartelettes à la framboise,1802.0,33.4,,4.0,0.0196850393700787,9.2,21.0,e
260331,Piémontaise,494.0,0.7,0.0,3.6,0.31496062992126,0.9,2.0,b
252041,Accras de Morue,937.0,2.3,,12.0,0.71259842519685,1.2,5.0,c
228088,Yaourts Aromatisés,177.0,5.7,0.0,4.5,0.07,0.04,-1.0,a
237302,Compotes Et Purées De Fruits,243.0,9.6,2.0,0.0,0.0,0.0,0.0,b
213252,Oeufs de lompe,332.0,0.5,,11.0,1.7322834645669298,0.8,5.0,c
267409,Mini Rostis,920.0,0.8,2.3,4.7,0.303149606299213,2.7,2.0,b
189096,Epaule a l'ancienne,540.0,0.3,0.0,0.0,0.393700787401575,2.6,7.0,c
183814,Pain grillé ail et persil,2105.0,4.2,,8.7,0.433070866141732,9.4,19.0,e
242216,Lait demi-écrémé stérilisé UHT,192.0,4.7,0.0,3.3,0.047244094488189003,1.1,0.0,b
213831,Look Iced Tea 33cl - Saveur Pêche,105.0,6.1,0.0,0.5,0.0196850393700787,0.1,9.0,d
176648,Sauce,1841.0,22.0,0.0,2.1,0.295275590551181,2.5,14.0,d
278429,Nucellina,2410.0,47.4,,7.92,0.0925196850393701,9.2,27.0,e
275248,Jambon Cuit Superieur,2736.0,0.4,0.0,20.0,0.748031496062992,3.2,19.0,e
323103,Escalope Soja & Blé,841.0,1.0,3.56,10.0,0.52755905511811,1.11,-2.0,a
269436,Pruneaux d agen,1008.0,35.0,7.0,2.0,0.00393700787401575,0.1,4.0,c
217754,Pickles,88.0,1.9,1.9,1.0,0.590551181102362,0.1,4.0,c
244578,Tartines craquantes bio Noix de coco,1889.0,4.9,2.8,7.7,0.0078740157480315,11.9,13.0,d
258230,Melange boulgour millet quinoa,1536.0,1.1,7.7,13.0,0.0669291338582677,0.07,-6.0,a
260989,Beurre (60 % MG) Demi-Sel,2247.0,0.7,0.0,0.9,0.787,42.0,24.0,e
219056,Roti De Porc Cuit Aux Herbes U 4TR,582.0,0.8,0.0,22.2,0.779527559055118,2.1,11.0,d
220139,"Brique Affinée de Caractère (31 % MG), fondante et crémeuse",1453.0,0.0,0.0,17.0,0.590551181102362,23.0,15.0,d
259421,Marque Repère - Rustica - Persil - Finement Ciselé,140.0,1.0,3.5,3.5,0.047,0.0,-6.0,a
237111,Epicerie / Epicerie Sucrée / Confitures Bio,912.0,52.0,1.0,0.5,0.9842519685039369,0.0,21.0,e
252403,Têtes brulées coca,1552.0,60.3,0.0,0.0,0.78740157480315,0.0,22.0,e
223177,Goût Fraise,70.0,4.0,0.0,0.0,0.0118110236220472,0.0,6.0,d
336982,Caccavella (dans 4 terrines en terre cuite),1486.0,2.5,1.0,13.0,0.00196850393700787,0.3,-2.0,a
217454,Les Crozets aux Chanterelles,1597.0,3.0,3.0,13.0,0.0984251968503937,0.8,-4.0,a
29360,Reese's Pieces 43G,2100.0,52.4,0.0,11.2,0.118110236220472,19.8,27.0,e
337384,pizza contadina,950.0,0.9,2.4,10.0,0.5196850393700789,3.2,2.0,b
238385,Popcorn micro-ondes au chocolat,1837.0,6.4,7.8,7.2,0.0,11.8,11.0,d
347957,Beurre Doux,2259.0,0.5,0.0,0.5,0.125984251968504,24.0,13.0,d
219630,Pâte Brisée Bio,586.0,0.5,0.6,2.5,0.15748031496063,4.5,5.0,c
201908,Réducteur d'appétit,,,,,,,,
192491,thon entier à l'huile de tournesol ,,,,,,,,
215915,Lait et céréales arôme biscuit,376.0,6.5,0.1,2.0,0.03,1.1,2.0,b
223146,Jambon choix sans couenne (lot de 2 sachets de 10 tranches),471.0,1.7,0.0,17.0,0.9842519685039369,1.6,12.0,d
339835,Mantega Cadi D. o. p Pastilla 125 GRS. C / 12,3092.0,1.0,,2.0,0.0118110236220472,58.0,19.0,e
212389,Crème Dessert Chocolat,439.0,16.0,0.9,2.3,0.0511811023622047,1.2,3.0,c
241882,Mangue,276.0,14.0,1.6,0.8,0.0,0.0,1.0,b
235793,Eau de source,,,,,,,,
227113,Fromage de Chèvre,1222.0,0.0,,19.0,0.590551181102362,17.0,14.0,d
249229,Huile de Colza,3464.0,0.0,0.0,0.0,0.0,7.0,10.0,c
257847,Gaufres des Flandres à la vergeoise,1770.0,40.0,1.0,5.5,0.393700787401575,9.0,24.0,e
298497,Eau De Coco Grace100%,92.0,5.0,,0.0,0.031496062992126,0.0,8.0,d
200689,Cool Party,1385.0,63.1,0.0,5.5,0.0590551181102362,0.2,14.0,d
