,product_name,energy_100g,sugars_100g,fiber_100g,proteins_100g,sodium_100g,saturated-fat_100g,nutrition-score-fr_100g,nutrition_grade_fr
241759,Purée de fruits pomme poire,277.0,12.0,1.7,0.4,0.0,0.2,-5.0,a
270637,Récré O'lé,485.0,13.0,0.0,3.0,0.062992125984252,2.2,4.0,c
12820,Swiss Miss Milk Chocolate,502.0,18.0,0.6,1.0,0.551181102362205,1.5,11.0,d
315836,Chocolat au lait suisse fourré Génépi liquide,2115.0,,,5.1,,,,
181732,Baguette bio,4.0,1.0,1.0,1.0,0.393700787401575,1.0,3.0,c
211644,Brownie chocolat noisette,1937.0,34.0,2.5,5.8,0.22834645669291298,4.1,15.0,d
210918,La Bella Pizza Italiana 4 Formaggi,1100.0,5.3,1.8,12.0,0.669291338582677,4.5,13.0,d
262142,Truite fumée d'Aquitaine,570.0,0.0,0.0,25.0,1.2,1.0,11.0,d
249605,Mousse pur canard,1932.0,2.3,,9.4,0.433070866141732,16.0,19.0,e
315829,Larmes de Cognac,2020.0,56.0,1.5,5.0,7.87e-05,13.0,24.0,e
350118,Smart Wraps,1226.0,1.4,8.1,21.6,0.19685039370078697,1.2,-4.0,a
261850,Sirop d agave,1347.0,68.3,0.4,0.4,0.18425196850393696,0.7,16.0,d
295254,Barres glacées caramel beurre salé les 12 barres de 45,1146.0,25.0,,3.1,0.14173228346456698,9.2,18.0,d
246832,Cardamome,,,,,,,,
230231,Tellement Proches,0.0,0.0,,0.0,0.0118110236220472,0.0,0.0,b
210076,Soja Chocolat Bio,310.0,8.0,1.0,3.8,0.04,0.5,-2.0,a
257728,Citronnade,206.0,11.0,,0.0,0.0,0.0,15.0,e
235365,Café Minceur,1046.0,0.0,0.0,16.9,0.0,0.0,-2.0,a
229581,Corn flakes nature,1602.0,1.1,6.4,8.1,0.00393700787401575,0.5,-6.0,a
202095,Poivre fou Moulin,0.0,0.0,,0.0,0.0,0.0,0.0,b
229626,Spécialité végétale Échalote & Ciboulette,681.0,0.1,,10.7,0.62992125984252,3.0,5.0,c
197229,Foie gras de canard entier du Sud-Ouest,2276.0,0.9,0.0,7.5,0.503937007874016,23.6,21.0,e
348922,Pastilles de reglisse à l'anis,636.0,9.0,1.8,20.0,0.0,0.0,-5.0,a
266300,Mmm saumon fumé d'Ecosse tranche x4,766.0,0.3,,22.7,1.1811023622047199,2.7,14.0,d
250791,Barre de Céréales Germées Abricot-Figue,1598.0,,,9.1,,,,
191824,Cabillaud  - 4 tranches de filet,315.0,0.0,0.0,17.4,0.1,0.1,-4.0,a
344986,Grenadine Sans sucre,60.0,0.9,2.7,0.1,0.0,0.1,0.0,b
210299,"Détox au gingembre GAYELORD HAUSER, bouteille de",222.0,13.0,0.0,0.0,0.00393700787401575,0.0,17.0,e
259712,Crème Anglaise,391.0,13.0,0.5,3.4,0.0511811023622047,1.3,2.0,b
275219,gaufres fourrées caramel,1816.0,34.0,,4.3,0.255905511811024,8.8,22.0,e
257626,Chocolat blanc fondant,2234.0,59.0,7.0,0.0,0.10511811023622,30.0,22.0,e
198333,Lentilles cuisinées aux oignons et carottes,356.0,0.0,4.3,6.6,0.3543307086614171,0.0,-6.0,a
200711,Arlequin original,1634.0,58.0,,0.0,0.00393700787401575,0.0,14.0,d
240616,8 Mini Kouign Amann,1803.0,26.2,0.8,3.9,0.275590551181102,16.0,22.0,e
211683,4 Steacks Haches 15% MG Grand Jury,883.0,0.0,,19.0,0.0984251968503937,6.2,4.0,c
246905,Yaourts fermiers aux fruits LA FERME DE CORLY,410.0,14.0,,3.0,0.0393700787401575,1.9,4.0,c
257083,Salade : Fusilli & Surimi,654.0,3.4,1.8,4.1,0.255905511811024,0.6,-1.0,a
338216,Carbonell FARC.ANX.150,653.0,0.0,,1.3,1.1811023622047199,3.0,13.0,d
212918,Cabillaud Pesto Rosso,462.0,1.0,1.4,11.0,0.29133858267716495,0.9,-2.0,a
255116,Olives vertes,594.0,0.5,5.1,1.0,1.5748031496063,2.0,7.0,c
267064,Sauce tomate provençale,245.0,5.7,,1.5,0.393700787401575,0.4,5.0,c
218827,Chocolat Noir 85% de Cacao,2481.0,12.4,13.8,9.5,0.0,31.7,14.0,d
342966,Pafritas,2259.0,0.2,2.6,5.7,0.118110236220472,5.4,9.0,c
207698,Compote allégée Pomme Figue Cannelle,263.0,14.0,2.0,0.5,0.0,0.0,-4.0,a
276766,Blanc Battu Fruits Rouges,590.0,12.0,0.0,2.5,0.0350393700787402,5.1,7.0,c
223588,Brownie aux Œufs Frais,1975.0,35.0,,8.0,0.14960629921259802,8.0,20.0,e
214334,Yaourt nature au sucre de canne,311.0,13.0,,3.6,,0.64,,
309664,Chá verde & limão,105.0,6.2,,0.0,0.00236220472440945,0.0,9.0,d
219273,Thon au naturel,494.0,0.0,0.0,25.6,0.6,0.5,2.0,b
270641,Récré O'lé,,,,,,,,
256506,Carottes extra fines,129.0,3.1,2.0,0.8,0.2,0.0,-5.0,a
268311,Petite marmite St-Jacques Coco et Gingembre,1761.0,3.0,0.0,5.5,0.405511811023622,4.2,13.0,d
215516,Epinard,160.0,0.7,1.1,1.1,0.021,0.1,-1.0,a
274734,Coulis De Fuits Rouges Bio & équitable,427.0,23.5,,0.6,0.00393700787401575,0.1,6.0,c
222216,Jambon supérieur sans couenne,474.0,0.9,0.5,21.0,0.807086614173228,0.9,4.0,c
220602,Mozzarella,946.0,0.8,0.0,17.5,0.15748031496063,12.0,8.0,c
189928,Brioche burger buns,665.0,5.3,,4.7,0.0905511811023622,1.1,2.0,b
255906,plat préparé carrefour,531.0,1.4,2.0,7.6,0.4,1.5,0.0,b
222217,Jambon supérieur avec couenne,604.0,0.7,0.5,20.3,0.7637795275590551,2.4,11.0,d
264336,"Nems volaille menthe, sauce nuoc mam (4 nems + 2 sachets de sauce)",720.0,3.2,,5.4,0.614173228346457,0.9,5.0,c
225384,Flageolets verts,1435.0,0.0,25.2,18.81,0.0196850393700787,0.221,-6.0,a
256523,Pasta sauce napolitaine,223.0,5.8,2.5,1.7,0.366141732283465,0.5,1.0,b
257420,"Nouilles, Poulet Curry",491.0,0.5,1.5,5.3,0.271653543307087,1.4,0.0,b
199093,Le supérieur - 6 tranches fines sans couenne - -25% de sel,500.0,0.8,0.5,21.0,,1.3,,
192502,Thon entier au naturel Albacore,,,,,,,,
273781,"Brioche aux pralinettes traditionnelle, l'unite de",1498.0,23.7,,7.5,0.275590551181102,7.8,19.0,e
241141,Truite Fumée Bio Monoprix,570.0,0.2,0.5,23.0,1.2,1.1,12.0,d
224829,12 mini-feuilletés aux noix de St-Jacques,,,,,,,,
278827,Barbe à Papa,1690.0,99.5,0.0,0.0,0.0,0.0,15.0,d
183472,Bordeaux Grande Cuvée 2014,,,,,,,,
202128,Pastille vichy,1661.0,99.0,,0.2,0.031496062992126,0.0,14.0,d
229797,Boudins blancs de volaille aux morilles,872.0,2.6,0.6,9.5,0.5118110236220471,5.4,12.0,d
243105,St Hubert Oméga 3 Doux,1883.0,0.0,0.0,0.0,0.15748031496063,14.0,10.0,c
265785,Sardines à l'huile d'olive vierge extra,1020.0,0.0,,23.0,0.393700787401575,4.1,11.0,d
266135,Poire Mirabelle Pur Jus,238.0,11.4,,0.6,,0.0,,
188191,Escalopes de dinde,439.0,0.5,25.0,0.1,0.0393700787401575,0.5,-4.0,a
272648,Tartines craquantes Multicéréales,1548.0,0.5,2.6,9.0,0.19685039370078697,0.2,-2.0,a
228151,Mousse au chocolat saveur noisette,728.0,23.0,2.0,4.5,0.0708661417322835,3.8,6.0,c
328306,Chokotoff 250G,1925.0,51.0,3.1,2.4,0.078740157480315,12.0,21.0,e
229994,Purée crue d'amande complète,2484.0,5.6,8.0,22.5,0.00393700787401575,4.6,7.0,c
350630,Fruit-tella Garden Fruits 3PK,1674.0,54.0,,0.8,0.0118110236220472,6.8,20.0,e
209947,Thé Orange Jaïpur,17.0,0.5,0.0,0.5,0.0,0.0,,
213794,Craquantes nature,1625.0,6.6,,10.5,0.6338582677165351,0.4,12.0,d
198178,Fruits atomixés pomme fraise,301.0,16.0,1.9,0.5,0.00393700787401575,0.1,1.0,b
241403,Purée pomme de terre pointe de muscade,310.0,1.2,1.4,1.7,0.244094488188976,1.6,1.0,b
240901,Chocolat Noir au Quinoa Soufflé,2414.0,20.8,10.8,9.2,0.0078740157480315,25.4,16.0,d
264985,Sauce Arrabiatta (sauve tomate pimentée),180.0,4.3,1.7,1.3,0.433070866141732,0.2,2.0,b
265132,Mayonnaise Allégée,1079.0,5.2,0.0,0.9,1.22047244094488,2.0,15.0,d
236462,Mon passionata 3 chocolats,1021.0,21.0,1.5,4.0,0.0866141732283465,11.0,15.0,d
213159,Sirop grenadine,1250.0,73.0,,0.5,0.00393700787401575,0.1,20.0,e
180491,Creamy Yogurt Vanilla,490.0,15.3,,3.2,0.031496062992126,2.6,5.0,c
211925,Soja à cuisiner,774.0,2.1,0.0,3.1,0.0118110236220472,2.4,3.0,c
230672,Feuillets aux amandes,1922.0,36.3,1.5,7.0,0.47,7.6,23.0,e
9892,Coulis d'Orange,,,,,,,,
331880,Ferrero Eggs Cacao,2335.0,43.6,,5.4,0.0429133858267716,19.4,25.0,e
305924,Frites belges Foodservice Quality,590.0,1.0,2.5,2.5,0.0196850393700787,2.0,-2.0,a
300085,Classic paprika,2109.0,3.5,2.8,4.7,0.62992125984252,3.2,12.0,d
256881,Brioche tranchée pur beurre,1465.0,11.0,2.9,8.7,0.393700787401575,8.2,14.0,d
193127,Roquefort AOP Cave Saveur,,,,,,,,
200179,Nonnettes,1444.0,44.0,,3.8,0.18897637795275601,0.3,15.0,d
273662,Mozzarella Casa azzurra,858.0,0.3,0.0,17.0,0.3543307086614171,11.0,15.0,d
197206,Jambon de Bayonne,1079.0,0.5,0.0,29.5,2.00787401574803,6.9,19.0,e
210300,Petit nature saveur spéculoos ,1803.0,0.5,2.9,7.5,0.433070866141732,7.2,12.0,d
262069,Ravioles du Dauphiné,1197.0,2.9,0.8,14.4,0.748031496062992,5.3,15.0,d
352750,Red Bull,192.0,11.0,0.0,0.0,0.0393700787401575,0.0,15.0,e
252547,Next,128.0,7.4,,0.0,0.0,0.0,10.0,e
274267,Sauce tomate à l'huile d'olive Bolognaise,296.0,5.8,1.0,3.4,0.31496062992126,0.9,1.0,b
188205,Jus de pomme à base de concentré,184.0,10.0,0.08,0.2,0.0,0.04,4.0,c
321169,Bouillon Pot au feu Vermicelles,81.0,0.6,0.2,0.7,0.22834645669291298,0.0,,
336716,Il Risotto Bio al Curry,1446.0,0.3,,8.4,0.9842519685039369,0.1,14.0,d
244389,Ressorts Amarante Pois Chiches,1502.0,3.5,7.3,13.9,0.0393700787401575,0.8,-6.0,a
282598,Pingui chocolat,1873.0,33.1,,7.0,0.1,20.0,23.0,e
200114,Saucisses Lentilles,427.0,1.4,2.5,6.6,0.452755905511811,1.5,0.0,b
219376,Penne Rigate D'alsace Aux Oeufs,1519.0,3.0,3.0,15.0,0.0393700787401575,1.2,-4.0,a
195696,Courgettes veau,298.0,0.68,0.72,2.8,,0.43,,
261737,Petits pois très fins surgelés,276.0,1.0,5.2,4.0,0.00984251968503937,0.0,-12.0,a
239200,Panier de Yoplait 0% sur Fruits,247.0,9.1,0.3,3.9,0.0590551181102362,0.1,0.0,b
206521,Sirop,1326.0,78.0,0.0,0.5,0.0078740157480315,0.1,20.0,e
270957,Pennes Bacon Parmesan Pousses D'epinards,866.0,2.2,,6.3,0.0393700787401575,4.4,3.0,c
249492,Bâton de Berger Mini Nature (environ 10 bâtonnets),2162.0,1.0,,29.0,1.96850393700787,17.7,26.0,e
231081,Bouchées apéritives,1045.0,5.9,0.7,4.2,0.49,6.1,15.0,d
206000,Castelmaure 2015,,,,,,,,
195516,Extra Tendre Porc à la Mexicaine,,,,,,,,
210186,Muesli Superfruits Raisin Cassis Cranberry Myrtille,1487.0,17.0,9.4,11.0,0.0118110236220472,1.0,-3.0,a
226842,Cacahuètes grillées salées,2586.0,5.1,7.9,27.0,0.393700787401575,7.1,14.0,d
263656,Pastilles Miel,1649.0,70.1,0.0,0.0,0.0118110236220472,0.0,14.0,d
182326,Cornets de Glace (Type de Gâteau ou Galette),1188.0,27.5,,3.5,0.14960629921259802,8.4,18.0,d
247034,Strawberry Cheesecake,1095.0,25.0,0.3,3.8,0.110236220472441,9.0,17.0,d
218635,"Coquilles Saint-Jacques* à la Bretonne (4 + 2 Gratuites), Surgelé",607.0,2.4,0.8,8.9,0.32283464566929104,6.8,4.0,c
252061,Myrtis,1389.0,0.5,0.0,19.0,1.06299212598425,21.0,24.0,e
282722,Cornichons en lamelles,71.0,2.8,,0.3,0.334645669291339,0.1,3.0,c
235562,Babysoif Mes 1ères boissons Fleur d'Oranger,75.0,4.5,,0.0,0.0,0.0,6.0,d
270235,Spordej Choco Maxi Pot 1.5 KG,1753.0,19.0,5.0,14.0,0.303149606299213,5.3,12.0,d
295354,Mars Minis,1863.0,61.9,,3.9,0.16929133858267698,7.7,23.0,e
296270,Alpen light Summer fruits,1402.0,23.0,22.0,4.4,0.078740157480315,1.5,3.0,c
336614,Tomates séchées,590.0,13.9,,5.1,0.334645669291339,0.8,-1.0,a
194649,Soupe Boeuf aux pâtes alphabet,60.0,0.4,0.3,0.5,0.275590551181102,0.0,,
337554,Baiocchi Nocciola,2138.0,21.5,3.3,7.5,0.303149606299213,10.5,19.0,e
337654,Mulino Bianco Mulino Bianco Cuor Di Mela Con Pezzetti Di Mela Kekse Mit Apfelstückchen 250g,1787.0,31.0,2.8,5.0,0.108267716535433,3.3,12.0,d
195076,Graine de Couscous (Moyenne),1565.0,3.0,3.4,13.2,0.0196850393700787,0.4,-5.0,a
120961,Yogourt Iogo Nomad (Framboises),272.0,10.5,0.0,2.5,0.127952755905512,0.75,18.0,e
284486,Duetto Kakao,2079.0,28.0,6.1,7.2,0.23622047244094502,11.0,19.0,e
246095,Gressins Olive Romarin,1729.0,0.5,9.6,14.2,0.688976377952756,1.8,8.0,c
332511,Agnesi Capellini No. 1,1502.0,2.5,,13.0,0.00196850393700787,0.5,-1.0,a
182282,Pur jus d'ananas,209.0,11.4,0.0,0.3,0.00393700787401575,0.01,5.0,c
314856,Proteinella Chocolat-Noisettes,2075.0,6.6,2.5,13.9,0.0708661417322834,7.7,11.0,d
246451,Bois.gout ORANG2,4.0,0.5,0.0,0.5,0.00393700787401575,0.1,2.0,c
189161,Smiley Snacks,2008.0,5.3,0.0,4.9,0.649606299212598,22.0,23.0,e
209070,Kouign Amann Breton,2057.0,27.0,,3.9,0.26771653543307106,20.0,23.0,e
207950,Noix de Macadamia Grillées et Salées,3109.0,4.1,7.2,8.2,0.27952755905511795,12.0,17.0,d
202253,Pruneaux d'Agen dénoyautés mi-cuits,1070.0,37.9,2.36,5.83,0.00393700787401575,0.07200000000000001,0.0,b
272813,Mélange Fruits en Cubes,,,,,,,,
212373,Mélange de Céréales Express',629.0,1.2,4.4,5.3,0.22440944881889802,0.6,-5.0,a
216157,Sauce Américaine,1613.0,8.6,,0.9,0.905511811023622,2.9,17.0,d
228631,Petites pâtes à potage,,,,,,,,
178653,Grilled Cheese & Bacon,1150.0,3.0,0.5,17.0,0.47244094488189003,7.9,15.0,d
233849,El Hindy,770.0,0.6,,10.9,0.893700787401575,4.2,15.0,d
266950,Feuilletés Chorizo Tomates,1113.0,3.3,2.0,7.0,0.433070866141732,8.9,13.0,d
227188,Piémontaise au jambon,455.0,0.5,1.5,4.5,0.295275590551181,0.7,0.0,b
25156,Gaufrettes fines,2056.0,36.0,1.7,6.1,0.20472440944881898,13.0,23.0,e
270322,Allergo Mini Cakes Marbrés,1828.0,35.0,1.5,4.7,0.35039370078740195,11.0,23.0,e
246481,Pommes Frites préfrites et surgelées,537.0,0.5,,2.3,0.0393700787401575,0.4,0.0,b
267892,Yaourt Crémeux Ananas Passion,446.0,14.0,0.0,2.3,0.0354330708661417,2.6,5.0,c
228494,Crème glacée chocolat,968.0,19.4,1.1,5.6,0.4,7.6,16.0,d
250770,"Vinaigre, Moutarde",674.0,1.7,0.0,7.5,2.3622047244094504,0.84,12.0,d
349332,Yellow Curry Paste,427.0,6.6,9.0,2.6,4.4488188976378,1.6,8.0,c
253333,Far aux pommes,,,,,,,,
278174,Ketchup de tomates bio,490.0,22.4,2.8,1.1,0.38582677165354295,0.16,6.0,c
210874,Quenelles traiteur Brochet extra gonflées et aérées,987.0,0.2,,8.6,0.31496062992126,2.5,2.0,b
251369,Baguette de Tradition Française,,,,,,,,
178091,BBQ DIP Burger King,,,,,,,,
256257,Bordeaux Moelleux,,,,,,,,
209024,Galettes de riz nappées de chocolat au lait,2146.0,29.0,3.9,7.1,0.0354330708661417,15.0,17.0,d
241983,Poêlée à la landaise,586.0,1.1,2.2,5.5,0.28740157480315004,0.1,-2.0,a
223840,Sirop de Grenadine,1437.0,84.5,,0.1,0.0,0.0,20.0,e
152424,BAI ANTIOXYDANT INFUSION Panama Peach,21.0,0.4,,0.0,0.00196850393700787,0.0,2.0,c
184000,Sauté de Kangourou mariné au vin rouge et épices,407.0,0.8,,21.3,0.0866141732283465,0.3,-4.0,a
341202,Tortilla aux oignons,,,,,,,,
209520,"Président, Beurre Léger Demi Sel",1586.0,0.0,0.0,0.8,0.551181102362205,26.0,20.0,e
308122,Sauce Brasil,2435.0,12.8,,1.3,0.393700787401575,4.6,17.0,d
276754,Kumquats,,,,,,,,
227558,Cabillaud sauce citron et son riz aux petits légumes,462.0,1.2,0.9,8.9,0.14960629921259802,0.98,-4.0,a
301398,Jus d'orange Paw patrol,54.0,3.0,0.5,0.5,0.0118110236220472,0.1,4.0,c
286952,Gourde Poires Pommes Mangues Passion Hipp 90G +,234.0,10.5,2.3,0.4,0.0196850393700787,0.0,-1.0,a
208853,Flocons d'avoine complets ,1525.0,4.2,16.0,12.0,0.0,1.5,-5.0,a
207154,Confiture extra fraises bio ,1021.0,61.0,,0.0,0.0,0.0,12.0,d
247706,Malicette,1289.0,3.4,0.0,7.8,0.590551181102362,0.8,5.0,c
237781,10 Crêpes P' Tôt Déj 300g Prix 2?61,452.0,7.5,,3.0,0.118110236220472,1.5,3.0,c
221443,Jambon le paris,418.0,0.5,0.5,20.0,0.551181102362205,0.6,2.0,b
239195,Yaourts framboise grenade Panier de,234.0,4.7,0.5,7.4,0.062992125984252,0.1,-3.0,a
282463,Grünkernschrot,1410.0,,,13.0,,,,
272223,Sauce raifort,385.0,8.7,0.0,2.2,0.47244094488189003,0.2,6.0,c
266904,Jus de carottes des Landes,598.0,4.7,0.0,0.8,0.0590551181102362,0.0,4.0,c
227850,Fines Tranches de Chorizo Espagnol,1620.0,1.3,,22.0,1.41732283464567,10.9,24.0,e
207181,Asperges blanches pelées moyennes,69.0,1.2,1.6,1.7,0.354,0.0,-5.0,a
262833,Amande Décortiquée Fantasia,2565.0,1.1,12.6,25.4,0.00393700787401575,4.0,-3.0,a
333287,Poudre d'amandes grillees,2552.0,3.0,10.6,22.1,0.0393700787401575,4.9,6.0,c
238438,Caramel au beurre salé,,,,,,,,
238083,La fromagée du Berry,406.0,3.4,,5.0,0.0354330708661417,5.1,3.0,c
249753,Rosette,,,,,,,,
216479,Mini-gâteaux Marbrés au chocolat,1826.0,27.2,,5.5,0.28346456692913397,2.8,16.0,d
351661,Miettes de thon à l'huile,837.0,0.0,0.0,18.0,0.393700787401575,3.0,3.0,c
256754,Jus de pomme ,196.0,10.0,,0.5,0.0118110236220472,0.0,4.0,c
245823,Palmiers,2202.0,19.6,3.7,6.4,0.393700787401575,11.7,19.0,e
270569,"Grüner Tee Mit Mango, Pfirsich Und Zitrus, Thé Des Sables, Beutel, Palais Des Thés",0.0,0.0,0.0,0.0,0.0,0.0,0.0,b
242565,TAPENADE gourmet,1105.0,0.0,0.0,2.0,1.69291338582677,3.5,16.0,d
189107,Haricots Blancs à la tomate,325.0,0.5,,5.0,0.4,0.1,-4.0,a
194321,Activia Saveur Passion,397.0,13.1,,3.6,0.0511811023622047,2.0,2.0,b
204337,préparation pour fromage frais en faisselle,,,,,,,,
337726,Cavatelli Pugliesi,1521.0,3.5,3.0,12.0,0.005118110236220471,0.5,-5.0,a
245511,Muscat de Rivesaltes,,,,,,,,
112641,Miel de Lavande Maritime Bio,,,,,,,,
177872,Bouillon cube légumes sans sel,2151.0,21.0,5.8,6.6,0.118110236220472,14.4,,
334629,Gourmandise,,,,,,,,
225295,Les Fines et Fondantes,1088.0,0.0,0.0,20.0,0.393700787401575,4.9,11.0,d
264664,Mozzarella di Bufala Campana AOP - 210 g - Auchan,1037.0,1.2,,11.9,0.37007874015748,15.6,12.0,d
322028,Bacon fumé - 25% de sel,478.0,0.8,0.5,21.0,0.708661417322835,1.1,4.0,c
284403,Xtra Spicy Chilli Sauce,,,,,,,,
115302,Andouille de guéméné,1054.0,0.0,1.0,18.0,1.10236220472441,9.6,21.0,e
245057,beurre pasteurisé,,,,,,,,
332923,Ravioli veau aux petits légumes RANA,1201.0,4.3,,11.1,0.590551181102362,5.2,14.0,d
179676,Filetti di acciughe,965.0,0.0,,28.9,5.62204724409449,2.0,13.0,d
179185,Spargel,109.0,1.1,,2.1,0.28346456692913397,0.1,-3.0,a
242966,Camembert (20% MG),1046.0,0.1,,18.0,0.551181102362205,13.0,14.0,d
344617,Aceituna Verde Sin Hueso Barril,707.0,0.0,2.3,1.0,1.1811023622047199,3.0,11.0,d
271716,Moutarde fine au piment d'Espelette,849.0,0.0,,9.2,0.0,0.0,-3.0,a
218542,Halal Potatoes Burgers,1032.0,1.9,1.9,6.0,0.496062992125984,4.0,9.0,c
333770,LINDT CIOCCOLATA CALDA LATTE ASTUCCIO,444.0,12.0,0.0,4.5,0.0866141732283465,1.2,2.0,b
307342,Biskids,1623.0,30.0,3.1,6.5,0.19685039370078697,5.0,12.0,d
329068,Chewing gums sans sucre menthe verte chlorophylle 2Fresh HOLLYWOOD dragées,724.0,0.1,0.0,1.5,0.15748031496063,0.1,3.0,c
198891,Sirop iced tea pêche,294.0,,,0.1,,,,
285977,Layenberger Low Carb One Fusilli,1506.0,14.8,0.0,65.1,3.4251968503937,3.9,20.0,e
209134,Bouillon volaille,900.0,16.0,1.0,15.0,19.0944881889764,0.7,14.0,d
203656,Gerblé biscuit muesli avoine,1869.0,15.0,6.7,7.8,0.248031496062992,1.6,6.0,c
258648,jus de raisin,,,,,,,,
199309,Jambon cru de Modena Italien affiné 14 mois,1065.0,0.5,,30.0,1.96850393700787,6.0,18.0,d
286810,Lait De Croissance Biologique,293.0,8.3,0.1,1.9,0.031496062992126,1.4,1.0,b
190881,Encornet,134.0,0.001,0.0,7.2,0.38188976377952794,0.0,0.0,b
214606,Look Soda Agrumes Pet,142.0,8.5,0.0,0.5,0.0,0.1,11.0,e
234666,"Brioche tressée pur beurre tranches épaisses, 1 pièces, 600g",1556.0,55.0,0.0,7.0,0.433070866141732,14.0,28.0,e
247588,Mops Chocolat,1546.0,19.7,3.9,6.4,0.00393700787401575,1.2,1.0,b
229476,Purée Pommes Poires 100% Fruits,246.0,10.3,2.6,0.4,0.0015748031496063,0.1,-6.0,a
239074,Panier de Yoplait Quartiers Crémeux & Onctueux Fraise,417.0,12.9,0.2,3.1,0.0551181102362205,2.2,4.0,c
262227,Miel du Languedoc Roussillon ,,,,,,,,
273462,Atelier,1234.0,2.5,3.6,10.2,0.326771653543307,0.8,-4.0,a
309808,Tropical,205.0,11.0,0.0,0.1,0.0118110236220472,0.0,15.0,e
236584,Demi poivrons jaunes et rouges grillés,41.0,6.0,2.2,1.4,0.0002,0.1,-7.0,a
350558,Marmite de bouillon légumes (offre saisonnière),490.0,5.0,1.5,2.5,8.26771653543307,5.0,14.0,d
277772,Mix hymalaya,1699.0,24.0,10.5,15.0,0.00275590551181102,2.38,7.0,c
345216,Cookies aux pépites de chocolat et à la nougatine,2141.0,33.0,,6.5,0.5118110236220471,12.0,28.0,e
259592,Eau de source de montagne,,,,,,,,
235710,Pot Délice De Fruits,167.0,8.9,1.4,0.5,0.0078740157480315,0.1,0.0,b
341945,Filet de dinde seche,523.0,0.3,0.0,27.6,1.2755905511811,4.2,15.0,d
256382,"Puree de fruits pomme peche, des 6 mois",222.0,12.0,1.8,0.01,0.00393700787401575,0.0,0.0,b
244139,Fromage raclette au lait cru (30% MG),1560.0,0.0,,22.0,0.78740157480315,20.0,17.0,d
192255,Choux de Bruxelles,132.6,2.1,3.4,2.5,0.23,0.0,-8.0,a
270374,Riz Noir équitable,1452.0,0.8,2.3,8.4,0.0,0.8,-4.0,a
206477,Sirop des Alpes,1125.0,67.0,0.0,0.1,0.0393700787401575,0.1,20.0,e
261045,Salade Piémontaise au Thon,408.0,0.5,1.0,7.7,0.34251968503936997,0.4,-6.0,a
232771,Soja Jaune Depellicule,1619.0,5.7,22.0,38.2,0.0047244094488189,1.8,-4.0,a
343341,Saucisson BODEGA aux Noix  - Tradition Espagnole,1967.0,2.9,,23.4,1.14173228346457,12.8,25.0,e
200635,Lutti Mint,971.0,0.0,0.0,0.1,0.00393700787401575,0.0,2.0,b
232092,Mini Cups,718.0,21.0,0.9,1.8,0.0551181102362205,6.6,11.0,d
208085,Cocktail Fruits rouges noix,1920.0,48.0,6.7,3.6,0.047244094488189003,2.6,12.0,d
187302,Gruyère France (32% MG),,,,,,,,
207853,Purée de fruits Pomme sans sucres ajoutés,254.0,12.0,1.4,0.0,0.0,0.2,-4.0,a
267873,Compotes Pomme Nature,310.0,17.0,1.8,0.3,0.0,0.0,-4.0,a
223936,Lait demi-écrémé,192.0,4.8,,3.2,0.0511811023622047,1.0,0.0,b
223051,Patrimoine Gourmand Pâté De Campagne Breton,1213.0,0.7,0.4,14.5,0.590551181102362,10.0,18.0,d
198730,Pur sirop d'érable,1113.0,66.4,0.0,0.5,0.0102362204724409,0.5,13.0,d
231188,"Duo de fleurettes brocolis, chou-fleur Bio Picard",125.0,1.4,2.0,3.0,0.009000000000000001,0.2,-8.0,a
345778,"Papillotes Assaisonnement Spécial Poêle, steak haché à la Provençale le sachet de 4 feuilles 25 g",1912.0,11.4,9.9,9.9,6.2992125984252,13.0,22.0,e
225112,SANITA Pain azyme au son 200g,1642.0,4.1,11.3,12.3,0.0018,0.41,-6.0,a
212728,Torsades Pur Beurre feuilletées et dorées,2195.0,23.0,2.8,5.7,0.31,20.0,21.0,e
265538,Emmental râpé,1532.0,0.0,,27.0,0.275590551181102,19.0,12.0,d
260115,"Chocolat Noir Tablette D'or, Allégé",2021.0,34.0,24.3,6.4,0.0078740157480315,18.0,18.0,d
186413,Petite Tomme De Brebis,1741.0,0.0,0.0,23.0,0.708661417322835,23.0,22.0,e
212759,Meringués aux noisettes sur lit de chocolat au lait,2219.0,46.0,,9.2,0.106299212598425,15.0,27.0,e
269685,Salade caesar,699.0,1.9,1.1,8.4,0.334645669291339,2.9,1.0,b
225982,Instantané 7 vitamines et calcium (chocolat en poudre),1598.0,77.0,6.6,4.7,0.2,1.5,12.0,d
257544,Les tartines céréalières,1971.0,26.0,3.4,7.4,0.208661417322835,11.0,18.0,d
204635,Savaroises Chocolat,1992.0,34.0,0.0,4.9,0.12992125984252,17.0,23.0,e
321944,Allumettes fumées Plaisir & Légèreté (-30% MG),817.0,0.6,0.5,17.0,0.8661417322834649,5.5,16.0,d
215183,Crème fleurette entière (30% MG),1243.0,3.3,,2.3,0.0433070866141732,20.9,13.0,d
227562,Capelletti jambon sauce trois fromages,765.0,2.0,1.5,7.9,0.34,4.99,3.0,c
222753,Filets d'anchois,1006.0,0.5,0.0,26.7,4.88188976377953,1.9,14.0,d
335582,Carrefour Milk and Yogurt Biscuits,1987.0,17.0,2.0,7.4,0.19685039370078697,9.1,17.0,d
